Name,HMIS Code,FacilityType,AgencyName,OperationalStatus,DistrictName,Latitude,Longitude,Address,ContactPhone,HasRefrigerator,HasPower,StaffCount,CatchmentRadius
RUSHAKA HEALTH CENTRE II,7864183,clinic,,,Kanungu,-0.64013043,29.77887108,,,,,,
ST. ANTHONY HEALTH CENTRE,11056451904,clinic,,,Ngora,1.46934398,33.76854250,,,,,,
RWENKOBWA MATERNETY AND HEALTH CENTRE,11007309008,hospital,,,Ibanda,-0.00227036,30.43064745,,,,,,
KARURUMA H/C II,11001478509,clinic,,,Ntungamo,-0.87310233,30.11332872,,,,,,
Malcom Health Center,7312254585,dentist;doctor;hospital;laboratory;pharmacy,,operational,Wakiso,0.36734206,32.63741413,,,,,,
Life Embassy Medical Centre,8963738681,clinic,private,,Kampala,0.34787492,32.57196958,,,,,4,
HEALTH UNIT II,11056452314,clinic,,,Ngora,1.42493582,33.79176322,,,,,,
PETTA HEALTHCENTRE III,11056451942,hospital,,,Tororo,0.78519636,34.07997613,,,,,,
BUKEERI,11001694699,hospital,,,Masaka,-0.44491683,31.76956060,,,,,,
RWANJURA,11001478386,hospital,,,Rukiga,-1.11359966,30.05134253,,,,,,
Joy Arzt Clinics,8349251258,dentist,,,Wakiso,0.07658910,32.47964744,,,,,,
KATONGA,11010338517,clinic,,,Kampala,0.35331637,32.56065744,,,,,,
Impact Clinical Laboratory,8963738662,clinic,private,,Kampala,0.34152664,32.57512327,,,,,5,
INTRACARE MED CENTER,11010338096,clinic,,,Kampala,0.30545587,32.64386292,,,,,,
Masiira Health Centre,3959785083,doctor,,,Bulambuli,1.28610652,34.37775548,Masiira,,,,,
Amedeo Medical Center,10583475445,clinic,private,,Hoima,1.42108869,31.36956235,Hoima,,,,,
KYANAMUYONJO HEALTH CENTRE III,2035766,hospital,,,Kiboga,0.75174662,32.00059753,,,,,,
Smile Pharmacy,3714651034,pharmacy,Smile Pharmacy and Health Services Limited,,Kampala,0.33830874,32.56316682,"Sir Apollo Kaggwa Road, Kampala",,,,,
Victory Medical Clinic,9909257629,doctors,,,Lira,2.24561642,32.91822658,,,,,,
MBN Lab,10845494093,laboratory,,,Hoima,1.42501318,31.36012793,,,,,,
ZAK Pharmacy,3632456932,pharmacy,,,Wakiso,0.40044002,32.54574403,,,,,,
First Line Health Care,10020565447,doctors,,,Arua,3.01217667,30.90257534,,,,,,
KYEIKUCU HEALTH CENTRE II,1968580,hospital,,,Ibanda,-0.11778724,30.42963685,,,,,,
MAZINGA,11001654284,clinic,,,Masaka,-0.36090023,31.80405716,,,,,,
Health Center II,5215672055,clinic,MTI,,Yumbe,3.38841793,31.36170666,,,,,,
GBARI HEALTH CENTRE II,11054940361,hospital,,,Moyo,3.77928183,31.80773614,,,,,,
Hema Medical Centre,4119308365,clinic,,,Kampala,0.33976937,32.58541675,"Tufnell Drive, kampala",,,,,
PADIBE HEALTH CENTRE IV,7127898,hospital,,,Lamwo,3.47250803,32.82790177,,,,,,
St Hillary medical Clinic,10642627905,clinic,,,Kikuube,1.37882655,30.98499845,,,,,,
Ishaka Adventist Hospital,7551819,hospital,,,Bushenyi,-0.54401464,30.13806707,,,,,,
MUKONGORO HEALTH CENTRE II,11056451890,clinic,,,Kumi,1.32369106,33.88855266,,,,,,
GILAM PHARMACY,8412881818,pharmacy,,,Kiryandongo,1.80975696,32.00812339,Masindi Kigumba Road,,,,,
Ibulanku Health Center,4050642038,doctors,,,Bugweri,0.62341113,33.62316836,"Nakivumbi Road, Buyanga",,,,,
MUGUSU,11001734228,clinic,,,Kabarole,0.61130356,30.21287069,,,,,,
Hope Pharmacy,4828109525,pharmacy,,,Wakiso,0.19228358,32.53947948,,,,,,
Ayiko's Drug Shop,5588620747,pharmacy,,operational,Yumbe,3.57916037,31.27142803,,,,,1,
Jeremiah Traditional Healer,4223820627,doctors,,,Rubanda,-1.26635918,29.92638193,,,,,,
Jarina Pharmacy,8457781318,pharmacy,,,Kampala,0.30907744,32.60936686,,,,,,
Madungha Health Centre 2,4604156,doctors,,,Butaleja,0.92316014,33.82576567,"Buhadiyo Road, Namayonfu",,,,,
Life Care Drug Store.,5789319869,doctors,,non operational,Obongi,3.42113166,31.55632163,,,,,1,
KAM Imaging Centre,10583475465,clinic,private,,Hoima,1.43472789,31.34894144,Hoima,,,,,
HEALTH CENTRE III,11056452416,clinic,,,Iganga,0.75467199,33.43589032,,,,,,
Comfort Drug Shop,8280279738,pharmacy,private,,Kisoro,-1.33358003,29.63720669,,,,,2,
Hem Pharmacy,4100092137,doctors,,,Kampala,0.26610435,32.62467188,"Ggaba Road, Kampala",,,,,
OMATENGA HEALTH CENTRE II,11056452341,clinic,,,Kumi,1.57453938,33.91640673,,,,,,
BUKOTO CLINIC,11010338376,clinic,,,Kampala,0.35134587,32.59783554,,,,,,
Agenorwoth Drug Shop,5350681489,pharmacy,,,Madi Okollo,2.81478998,31.33181168,,,,,,
NYANGAHIKA CLINIC,11007308954,hospital,,,Kitagwenda,-0.09913943,30.28754766,,,,,,
City medicals,8686697919,doctor,,,Kampala,0.33447813,32.58814849,,,,,,
NAMIGAVU HC II,3198022,clinic,,,Mityana,0.60294764,32.14611299,,,,,,
KAMPALA HC II,11029992850,clinic,,,Ssembabule,0.01091336,31.07169457,,,,,,
ST JOSEPH'S KITOVU HOSPITAL,10093119791,hospital,,,Masaka,-0.34300554,31.75973785,,,,,,
Avila Clinic,9137157879,clinic,,,Zombo,2.41686667,30.88074996,,,,,,
Bukalasi Health 3,3954783288,doctors,,,Bududa,1.02984635,34.46061646,"Mbale Manafwa, Bukalasi",,,,,
Nyarugote health centre II,1517937,hospital,,,Bushenyi,-0.53985915,30.13865179,,,,,,
Attawudah Drug Shop,3995996357,pharmacy,,,Bugiri,0.44831058,33.67479083,Nankoma,,,,,
Kyakatimba Drug Shop,10147626096,pharmacy,private,operational,Bundibugyo,0.84577598,30.17326880,,,,,,
Dental clinic,10727225807,clinic,,,Kampala,0.34427079,32.57685882,,,,,,
Itia Health Centre II,5306806505,clinic,Governement,operational,Arua,3.17318666,30.97625495,,,,,,
Lubula Pharmacy LTd,10248766909,pharmacy,,,Masindi,1.68239545,31.72109358,Kijumjumbwa Road,,,,,
ST.FRANCIS HOSPITAL,11010338181,hospital,,,Buikwe,0.23604592,32.92303478,,,,,,
MIREMBE HEALTH CENTRE,11001694797,clinic,,,Kyotera,-0.58258238,31.46365416,,,,,,
CANAAN MEDICAL CLINIC,12565988003,clinic,,,Luwero,0.71925836,32.52608645,,,,,,
MUNU HEALTH CENTRE II,6237118,hospital,,,Moyo,3.56061508,31.58319007,,,,,,
St.Jude Domiciliary,4107809627,doctors,,,Kampala,0.36909849,32.60028515,"Kisaasi-Kikaya Road, kampala",,,,,
Unity Drug Shop,5573437708,pharmacy,Private,operational,Yumbe,3.41023166,31.11196492,,,,,1,
BUTENDE,11001694593,hospital,,,Masaka,-0.24748101,31.82094518,,,,,,
SINGABADDA,11010338489,clinic,,,Kampala,0.36007487,32.56611205,,,,,,
Nswanjere HC III,8407711,clinic,private_non_profit,,Mpigi,0.35188667,32.32095823,,,,,,
EREMI HEALTH CENTRE II,11054940365,hospital,,,Moyo,3.64586398,31.81184059,,,,,,
Madawa clinic,3954021735,clinic,,,Sironko,1.15844830,34.28851352,"Buyobo Road, Buyobo",,,,,
Esther Clinic,6007027157,doctors,MSF,operational,Yumbe,3.37987492,31.30862994,,,,,3,
AIDS INFORMATION CENTRE B,11056452353,clinic,,,Jinja,0.42512397,33.20383247,,,,,,
Rural Charity Medical Innitiative,8560535017,hospital,,,Buikwe,0.46399136,33.15353192,,,,,,
BUTEBA,11056451977,clinic,,,Busia,0.53824932,34.12335843,,,,,,
KIRUHURA HEALTH CENTRE III,11007308945,hospital,,,Kiruhura,-0.20788708,30.84309593,,,,,,
Mwebaze Clinic,6006852137,clinic,,,Kampala,0.25380499,32.63244107,Kampala,,,,,
Health side Medical laboratory,3997879811,doctors,,,Busia,0.51158447,34.07721279,Busia,,,,,
Cabana Sister's Pharmacy,9622031917,pharmacy,,,Wakiso,0.13779535,32.53897664,,,,,,
Etori,5354389871,doctors,,operational,Arua,2.95096825,30.93228667,,,,,,
HEALTH PROMOTION HALL,11001654301,doctors,,,Lwengo,-0.38480693,31.32008959,,,,,,
Yasmin Medical Care,10023486989,pharmacy,,,Arua,3.02120004,30.91086437,,,,,,
ALANGO HEALTH CENTRE II,11073166810,hospital,,,Otuke,2.46644588,33.18837264,,,,,,
ABALORERA HEALTH CENTRE III,11151161587,hospital,,,Amuria,1.95942078,33.81889083,,,,,,
NAKASEETA,11010338271,clinic,,,Mityana,0.44945973,32.08156077,,,,,,
Ambayo Drug Shop,5789318189,doctors,Private,operational,Adjumani,3.19289663,31.66127999,,,,,2,
Dr MATOVU'S MEDICAL CENTRE,9754751995,clinic,,,Wakiso,0.43344494,32.52520325,,,,,,
KIRYANGA HC III,2797143,hospital,,,Kagadi,1.08371902,31.06595816,,,,,,
BUGAMBO,11056452066,clinic,,,Luuka,0.96861294,33.39518194,,,,,,
KADIC,11010338348,hospital,,,Kampala,0.35012915,32.60415826,,,,,,
ANYIRIBU,11066741280,hospital,,,Madi Okollo,2.55983822,31.11368707,,,,,,
GBOROKOLONGO HEALTH CENTRE,11054959900,hospital,,,Koboko,3.42935489,31.06406763,,,,,,
KUBWIA,11056451966,clinic,,,Ngora,1.39733388,33.74092312,,,,,,
ST AMBROSE CHARITY HEALTH CENTRE,11029992866,clinic,,,Kagadi,0.94519835,30.81728185,,,,,,
Quick Service Drug Shop,3996035396,pharmacy,,,Bugiri,0.40520153,33.80042994,Budhaya,,,,,
BUSH FIRE HEALTH CLINIC,11056451814,clinic,,,Namutumba,0.75000067,33.72764627,,,,,,
HEALTH CENTRE 2,11073166749,hospital,,,Lira,2.08574595,32.88696887,,,,,,
RWABUKUBA HC II,11001478433,clinic,,,Rukungiri,-0.66785978,29.94074365,,,,,,
BISEREKO,11029992952,clinic,,,Kikuube,1.35634520,31.39264678,,,,,,
KIKALO,11056451878,clinic,,,Namutumba,1.02989153,33.65246630,,,,,,
PRESBITAREAN MISSION CLINIC,11151161535,hospital,,,Nakapiripirit,1.85530606,34.61549676,,,,,,
MiC Medical Imaging Consultants,3799704430,clinic,,,Kampala,0.32971654,32.57542409,"Buganda Road, Kampala",,,,,
KIMWANYI HEALTH CENTRE III,11001694668,hospital,,,Lwengo,-0.33298380,31.68668436,,,,,,
Omega Drug Shop,8274304201,pharmacy,private,,Kisoro,-1.16634170,29.66816249,,,,,1,
Family Drug Shop,5559514995,pharmacy,Private,operational,Yumbe,3.37539019,31.26404886,,,,,2,
AKIM MEDICALS LTD,8456753717,pharmacy,,,Kiryandongo,1.80248775,31.97879495,College road Kididima Kigumba,,,,,
Eye Care Center,4114252285,doctors,,,Kampala,0.33832970,32.58707628,Kampala,,,,,
God'S Care Branch,5559514993,pharmacy,Glo Wonder,operational,Yumbe,3.33570774,31.23208187,,,,,0,
BUCENCE HC II,3659739,clinic,,,Rukungiri,-0.80807301,29.89281627,,,,,,
HEALTH UNIT,11029992858,clinic,,,Kamwenge,0.28828848,30.46648135,,,,,,
He Cares Medical Centre,8963738646,clinic,private,,Kampala,0.34123109,32.57624954,,,,,9,
HEALTH CENTRE,11073166843,hospital,,,Lira,2.24754946,33.04009426,,,,,,
Plus Medic Pharmacy,8963716800,pharmacy,private,,Kampala,0.33158788,32.57482764,,,,,3,
ATAMA HERBAL CENTRE,11073166812,hospital,,,Dokolo,1.89962370,33.14758772,,,,,,
St Mary Level 3 Hospital,8407970618,hospital,,,Kiryandongo,1.81758239,32.01707669,Gulu - Kampala Road,,,,,
ANGAL,11066741268,hospital,,,Nebbi,2.40856180,31.19376928,,,,,,
Life Savers Clinic,3998182458,doctors,,,Namutumba,0.94261923,33.60909540,"Ivukula Road, Ivukula",,,,,
MK Clinic,8474481718,clinic,,,Kampala,0.27603657,32.56506574,,,,,,
Rippon Drug Shop,5789318202,doctors,,operational,Adjumani,3.19527826,31.78734163,,,,,2,
KAKO,11001694514,clinic,,,Masaka,-0.30111036,31.80599732,,,,,,
Victoria Clinic,1322227678,hospital,,,Jinja,0.42723638,33.20879808,,,,,,
Life Pharmacy (A) Limited,4124066941,pharmacy,,,Kampala,0.31522624,32.57630134,kampala,,,,,
Kagoma HC III,2156571,clinic,,,Kikuube,1.17323967,30.76958916,,,,,,
MBN Clinical Laboratories,8730870530,laboratory,,,Kampala,0.32418607,32.57686779,"28, Nakasero Road, Kampala",,,,,
KOCH,11066741206,hospital,,,Nebbi,2.52473933,31.12207249,,,,,,
BUYEMBA,11056451853,clinic,,,Mayuge,0.42749177,33.46600633,,,,,,
Marathon Pharmacy,4041833894,pharmacy,,,Jinja,0.42983602,33.21194884,"Lubas Road, Jinja",,,,,
KASAWO,11010338382,hospital,,,Mukono,0.68230297,32.82173302,,,,,,
May Medical Centre,8987955,clinic,,,Kampala,0.32516734,32.57395869,"Bombo Road, Kampala",,,,,
GALAXY,11010338102,hospital,,,Kampala,0.35226813,32.55874989,,,,,,
ST. Mary's Medical Center,8489507117,clinic,,,Gulu,2.77347684,32.29721632,,,,,,
KASAMBYA HEALTH CENTRE II,11029979799,clinic,,,Kakumiro,0.90317333,31.25806418,,,,,,
BUGAYA HEALTHCENTRE III,11056451964,hospital,,,Buyende,1.09537917,33.24325097,,,,,,
Central Market Cell,5496024014,clinic,Ministry Of Health,operational,Arua,3.02413497,30.90943165,,,,,6,
IHUNGA HEALTH CENTRE II,11007308921,hospital,,,Rwampara,-0.69640452,30.46765808,,,,,,
Kamu Medical Centre,4040026310,clinic,,,Jinja,0.43879678,33.19527639,"Plot 47, Kira Road, Kimaka/Mpumudde/Nalufenya Division",,,,,
Witch Doctor,1803957918,doctors,,,Wakiso,0.44034475,32.58217932,,,,,,
HEALTH CENTRE II,11001694724,clinic,,,Gomba,0.18093843,31.49542769,,,,,,
SALUTE H/C II,11001734063,clinic,,,Kasese,0.17979723,30.09223046,,,,,,
Family Care Clinic,10583475422,clinic,private,,Hoima,1.42840827,31.34766496,Hoima,,,,,
St Martins Medical Centre,560542965,hospital,,,Mbale,1.07563928,34.17721023,,,,,,
MUSIMA HEALTH CENTRE II,11056452174,clinic,,,Jinja,0.49607116,33.24906625,,,,,,
Victory Clinic,3944014478,clinic,,,Mbale,1.07392166,34.17976663,"5, Nkokonjeru Terrance, Mbale",,,,,
INUULA HEALTH CENTRE II,8451397,clinic,,,Luuka,0.95224007,33.37425643,,,,,,
Vine Pharmaceuticals,1784861671,pharmacy,,,Kampala,0.31508039,32.58943864,,,,,,
Crusader Medical Centre,4104666107,clinic,,,Kampala,0.32993128,32.53485199,"Masanafu Road, kampala",,,,,
KYAMASEGA HEALTH CENTRE II,1925105,clinic,,,Kagadi,0.98227838,30.93981379,,,,,,
Ombeci Health Center II,6007027154,clinic,AAH,operational,Yumbe,3.28201662,31.35472328,,,,,8,
Glimmers Dental Clinic,8512512917,clinic,,,Wakiso,0.39557810,32.66738807,,,,,,
Sky Medical Centre,8442113517,clinic,,,Wakiso,0.38515059,32.62568903,,,,,,
LABWORMORO HC III,11080473418,hospital,,,Gulu,3.06345230,32.39646183,,,,,,
Drug Shop,5297239851,pharmacy,Amagule Steven's Drug Shop,,Arua,3.26152346,31.11875845,,,,,,
ODOBU HEALTH CENTRE II,11054959872,hospital,,,Madi Okollo,3.12918050,31.34711963,,,,,,
KIGASA,11001694545,clinic,,,Kalungu,-0.06561417,31.78358545,,,,,,
God's Will,8632128767,doctors,private,,Zombo,2.47687665,30.92519500,,,,,1,
Ronah Medical Centre,5884543,clinic,,,Kampala,0.36341405,32.61030237,"Ntinda Kigowa Road, kampala;Kampala",,,,,
BYAKABANDA HEALTH CENTRE 111,4704185,hospital,,,Rakai,-0.75943701,31.38477232,,,,,,
Sikuda Health Centre 11,3997879842,hospital,,,Busia,0.49961470,34.05980978,Busia,,,,,
Biogen Pharmacy LTD,4041828082,pharmacy,,,Jinja,0.43209972,33.21130502,"74, Main Street, Jinja",,,,,
KAMWENGE CATHOLIC HOSPITAL,11007285460,hospital,,,Kamwenge,0.18933382,30.45493603,,,,,,
Baajjo general clinic,8420371819,clinic,,,Wakiso,0.32326448,32.48183905,,,,,,
Siripi Health Center,5299223126,clinic,MTI;IAS;IRC;UNHCR,operational,Arua,3.14007496,31.26399823,,,,True,,
EL-SHADAI MEDICAL CENTRE,11029992946,clinic,,,Kyenjojo,0.61181913,30.64249293,,,,,,
MAKINDYE MED CENTER,11010338100,clinic,,,Kampala,0.28001805,32.58861805,,,,,,
NGOMA H/C II,8000379,hospital,,,Rukungiri,-0.96300712,29.96263442,,,,,,
Kaberamaido Health Center IV,4436331537,hospital,,,Kaberamaido,1.76542239,33.15226642,,,,,,
Gifted Hands Clinic,9992537229,doctor,,,Lira,2.24053146,32.88705982,,,,,,
Addy Dominicaly,9562126417,clinic,,,Kampala,0.34243473,32.55399173,,,,,,
ADJUMANI MISSION,11054959901,hospital,,,Adjumani,3.37593157,31.78285882,,,,,,
KYAKASHASHARA H.C.111,11001694691,hospital,,,Kiruhura,-0.35373362,31.08583208,,,,,,
BWANDA HC II,11001478438,hospital,,,Rukungiri,-0.70807933,29.96395172,,,,,,
BUSSI,11010338322,clinic,,,Wakiso,0.07554127,32.35017780,,,,,,
Hope Clinic,8963716778,clinic,private,,Kampala,0.34888494,32.58594497,,,,,3,
Pharmacy Drusah,9004625517,pharmacy,,,Kampala,0.39265264,32.57597495,,,,,,
HEALTH CENTRE III,11056452135,clinic,,,Namutumba,0.97230098,33.59926669,,,,,,
IBANDA MISSION HEALTH CENTRE,11007308909,hospital,,,Ibanda,-0.13669178,30.48429247,,,,,,
BUYIGA HEALTH CENTRE II,11001694680,clinic,,,Mpigi,-0.00159914,32.16238696,,,,,,
Pi Rwot Drug Shop,10102769135,doctors,,,Gulu,2.76546013,32.29609843,,,,,,
KAKIGANI HEALTH CENTRE II,7299451,hospital,,,Rwampara,-0.67282622,30.42176389,,,,,,
Astro Dental Service,8963738656,dentist,private,,Kampala,0.34257169,32.57507499,,,,,4,
OLWAL HC II,11080473442,hospital,,,Amuru,2.84329935,32.07826726,,,,,,
KAHARO,11001478487,hospital,,,Rukiga,-1.24382661,30.13476585,,,,,,
BWIZI HEALTH CENTRE II,11029992906,clinic,,,Kamwenge,0.38991947,30.72603804,,,,,,
Lwankoli Health Centre II,3947983554,hospital,,,Mbale,0.96673489,34.14518818,mbale,,,,,
CASE CLINIC,11010338052,hospital,,,Kampala,0.32345266,32.57570254,,,,,,
RUGENDABARA,11001734127,clinic,,,Kasese,0.35613445,30.20128849,,,,,,
Goodluck Drugshop,10020565428,doctors,,,Arua,3.02913377,30.90303492,,,,,,
The Cure Drug Shop,10102878030,doctors,,,Gulu,2.78635672,32.33125808,,,,,,
MUKATI HEALTH CENTRE III,11001734198,clinic,,,Kasese,0.32805357,30.12285685,,,,,,
Butende HC III,7651409937,clinic,private_non_profit,,Masaka,-0.25084936,31.82262056,,,,,,
Smk Medical services,8438780717,clinic,,,Wakiso,0.24957632,32.56047589,,,,,,
Queens Lifeline Clinic And Laboratory,8632128758,doctors,private,,Zombo,2.41536664,30.98520498,,,,,7,
AAR Clinic,8457411919,clinic,,,Mukono,0.35755267,32.75309462,,,,,,
MAKOOLE,11029992860,clinic,,,Ssembabule,0.18695546,31.15165013,,,,,,
CSI Medical Center,8412285017,clinic,,,Wakiso,0.33914048,32.63826666,Kireka Road,,,,,
Divine Medical Center,10102653141,doctors,,,Gulu,2.76129307,32.29563935,,,,,,
Allyz Pharma (u) Limited,4124066925,pharmacy,,,Kampala,0.31409544,32.57679236,kampala,,,,,
Bubulo Walanga C.O.U Health Center II,10734159094,hospital,public,,Manafwa,0.95017753,34.27309728,,,,,,
Vest LinkPharmacy,3944014477,clinic,,,Mbale,1.07409257,34.17692156,"Bishop Wasike Road, Mbale",,,,,
Divine Clinic,5406574333,doctors,Divine clinic,operational,Arua,2.96925035,30.94749212,,,,,,
MODEL CLINIC,11010338509,clinic,,,Kampala,0.34065098,32.57145107,,,,,,
Medibank pharmacy,1789914327,pharmacy,,,Kampala,0.29593939,32.60508807,,,,,,
Jackson's Clinic,6007027150,doctors,private,operational,Kikuube,1.14962894,30.76349769,,,,,2,
CASEPLUS,8422636817,pharmacy,,,Kampala,0.38055295,32.55867177,Kawempe Ttula Mpererwe Road,,,,,
AMAKA HEALTH CENTRE III,11080417504,hospital,,,Lamwo,3.35924153,32.56762633,,,,,,
Nampanga General Clinic,3954015002,clinic,,,Sironko,1.16206140,34.20384524,"Mbale Sironko Road, Bukiyi",,,,,
Cortex Medical Clinic,8407738,clinic,private,,Kampala,0.33415534,32.57389046,,,,,2,
KINUUKA,11001694781,clinic,,,Lyantonde,-0.27441835,31.12416218,,,,,,
KAKAMAR HEALTH CENTRE II,9046127,hospital,,,Kaabong,3.49237264,34.11418117,,,,,,
BUSEETA,11056452323,clinic,,,Kibuku,1.07964323,33.75286012,,,,,,
Emergence Medical Clinic,4114689531,clinic,,,Kampala,0.31679558,32.63617386,"Kitintale Road, kampala",,,,,
KABONG HOSPITAL,11080473463,hospital,,,Kaabong,3.51197347,34.14345857,,,,,,
Echo Rock Drug Shop,5789318227,doctors,Private,operational,Adjumani,3.40927822,31.73614664,,,,,1,
ABONGOMOLA HC III,4644743,hospital,,,Kwania,1.99671656,32.83235658,,,,,,
COMMUNITY SUPPORT CENTRE HEALTH CENTRE II,11151161564,hospital,,,Katakwi,1.75524165,33.96458172,,,,,,
RUTOOMA,11001478337,hospital,,,Kabale,-1.24801907,29.96621098,,,,,,
Kigangazzi HC II,9028285,hospital,Government,,Bukomansimbi,-0.03097293,31.67255708,,,,,,
BUTEZA HEALTH CENTRE II,11056452030,clinic,,,Sironko,1.11679376,34.30179499,,,,,,
BONDO,11066741238,hospital,,,Arua,2.82792233,30.99546334,,,,,,
Medical Access Clinic,6749856216,clinic,,operational,Kanungu,-0.88409285,29.63733955,,,,,3,
K-Frank pharmacy,10055724982,pharmacy,,,Masaka,-0.33734750,31.73988346,,,,,,
MSF,5587486619,clinic,Médecins sans frontières,,Yumbe,3.47158082,31.24569056,,,,,,
Martin Health Care Uganda Limited,4123469777,doctor,,,Kampala,0.31423357,32.58865912,"Siad Barre Avenue, Kampala",,,,,
Maluku Health Center,3956245284,clinic,,,Mbale,1.06790128,34.16245808,Mbale,,,,,
APUTI,11073118390,hospital,,,Amolatar,1.72355956,32.91368803,,,,,,
KYABENDA HEALTH CENTRE III,4761782,clinic,,,Kamwenge,0.32615289,30.44051698,,,,,,
People's Drug Shop Muwayo,3996068318,pharmacy,,,Bugiri,0.53396843,33.93034977,Buluguyi,,,,,
DABANI,11056452132,clinic,,,Busia,0.43707589,34.05255457,,,,,,
Ebenezer Edwaliro,10058424429,hospital,,,Masaka,-0.34751693,31.73891988,,,,,,
Christ The Rock,4052772021,doctors,,,Iganga,0.61018809,33.47758543,Central Division,,,,,
Friecca Pharmacy,8963716797,pharmacy,private,,Kampala,0.33112763,32.57449446,,,,,4,
Citizens Medical,10102653156,doctors,,,Gulu,2.77225618,32.29712672,,,,,,
Icon medical centre,8963716789,clinic,private,,Kampala,0.38183186,32.56030616,,,,,4,
LUYIITAYITA SDA H/C II,11001694576,clinic,,,Bukomansimbi,-0.16097072,31.65730370,,,,,,
Kasangati Health Centre IV,2916045,hospital,,,Wakiso,0.43593252,32.60144605,,,,,,
Joan's Clinic,6750035911,clinic,Government,operational,Kanungu,-0.94649176,29.61897496,,,,,1,
Vunamba Health Centre II,4041952372,doctors,,,Jinja,0.50005240,33.17579434,Budondo,,,,,
MAKINDYE,11010338523,clinic,,,Wakiso,0.23209570,32.59398456,,,,,,
MADI OPEI HC IV,3093883,hospital,,,Lamwo,3.60386050,33.08714959,,,,,,
Kali Health Centre II,999754702542,clinic,Government of Uganda,,Obongi,3.46987670,31.56643666,,,,,,
KITWE HEALTH CENTRE IV,8802866,hospital,,,Ntungamo,-0.98337297,30.46558817,,,,,,
MAJI C,11054959880,hospital,,,Adjumani,3.19306954,31.66092677,,,,,,
Mawano Dental Medical Clinic,4099839980,clinic,,,Kampala,0.32210317,32.57504909,"Buganda Road, Kampala",,,,,
Kampala International Medical Center,4102399359,doctors,,,Kampala,0.28468568,32.60850554,"Ggaba Road, kampala",,,,,
Lima Pharmacy,3623677438,pharmacy,,,Kampala,0.33204168,32.60603514,,,,,,
RUBIRIZI H.C II,11029992989,clinic,,,Kagadi,1.06981176,30.68978866,,,,,,
KAP CLINIC,11001478472,clinic,,,Kabale,-1.25112046,29.99179900,,,,,,
Hope for Life Medical Clinic,4086537395,doctors,,,Kampala,0.39767818,32.58170432,"Gayaza Road, kampala",,,,,
BWIGULA HEALTH CENTRE,11056451806,clinic,,,Bugweri,0.62456163,33.65035984,,,,,,
ST CHARLES,11007309056,hospital,,,Rubirizi,-0.23528157,30.09585622,,,,,,
CRANMEDIC MED. SER,11010338400,hospital,,,Mpigi,0.22791463,32.32542495,,,,,,
KANAZI POLYCLINIC,11010338097,clinic,,,Kampala,0.35026662,32.60851903,,,,,,
ST PETERS DISPENSARY HC III,11010338519,hospital,,,Kiboga,0.65902844,31.97050549,,,,,,
Agric-laboratory,9822362718,laboratory,,,Kabale,-1.26996792,29.98379177,,,,,,
ATANGI HEALTH CENTRE III,7132573,clinic,,,Tororo,0.75234023,34.28567566,,,,,,
DAKABELA HEALTH CENTRE III,6750206,hospital,,,Soroti,1.85724178,33.62640118,,,,,,
Community Care Pharmacy,5912110364,pharmacy,,,Kampala,0.25613189,32.63051600,"Ggaba Bypass, Kampala",,,,,
Kings Medical Centre,3948078585,doctors,,,Mbale,1.14471606,34.19188502,"Namagumba, Mbale",,,,,
NAWAMPADU,11056451933,clinic,,,Namutumba,0.77047925,33.69122573,,,,,,
Damary's Residence,9953268153,doctors,,,Bushenyi,-0.54387073,30.14291013,,,,,,
Doctors Clinic,10020565454,doctors,,,Arua,3.03066355,30.90171175,,,,,,
Buwona Medical Centre,4097505326,clinic,,,Kampala,0.32790353,32.56489274,"Makerere Hill Road, Kampala",,,,,
BUKALAGI,11001694573,clinic,,,Gomba,0.17797123,31.85616913,,,,,,
Nilkanth,5223525767,pharmacy,,,Hoima,1.43190613,31.35278496,,,,,,
